ID,Black,White,Result
742,Reed J.P.,Barker C.F.,0
743,Barker C.F.,Reed J.P.,0
744,Strickland W.,Wyllie J.,2
745,Wyllie J.,Strickland W.,2
746,Wyllie J.,Birkenshaw J.,1
747,Reid W.,Campbell W.K.,0
748,Birkenshaw J.,Wyllie J.,2
749,Campbell W.K.,Reid W.,2
750,Reid W.,Campbell W.K.,0
751,Birkenshaw J.,Wyllie J.,2
752,Campbell W.K.,Reid W.,2
753,Campbell W.K.,Reid W.,0
754,Wyllie J.,Birkenshaw J.,1
755,Reid W.,Campbell W.K.,0
756,Campbell W.K.,Reid W.,2
757,Wyllie J.,Birkenshaw J.,1
758,Reid W.,Campbell W.K.,0
759,Campbell W.K.,Reid W.,0
760,Wyllie J.,Birkenshaw J.,1
761,Reid W.,Campbell W.K.,1
762,Campbell W.K.,Reid W.,0
763,Wyllie J.,Birkenshaw J.,1
764,Reid W.,Campbell W.K.,0
765,Campbell W.K.,Reid W.,2
766,Wyllie J.,Birkenshaw J.,1
767,Wyllie J.,Birkenshaw J.,1
768,Reed J.P.,Barker C.F.,0
769,Barker C.F.,Reed J.P.,0
770,Reed J.P.,Barker C.F.,2
771,Birkenshaw J.,Wyllie J.,1
772,Wyllie J.,Birkenshaw J.,1
773,Reed J.P.,Barker C.F.,0
774,Barker C.F.,Reed J.P.,0
775,Reed J.P.,Barker C.F.,0
776,Barker C.F.,Reed J.P.,2
777,Reed J.P.,Barker C.F.,0
778,Wyllie J.,Barker C.F.,0
779,Barker C.F.,Wyllie J.,1
780,Busby J.S.,Priest M.C.,1
781,Wyllie J.,Barker C.F.,0
782,Barker C.F.,Wyllie J.,0
783,Wyllie J.,Barker C.F.,0
784,Barker C.F.,Wyllie J.,0
785,Busby J.S.,Priest M.C.,0
786,Wyllie J.,Barker C.F.,0
787,Busby J.S.,Priest M.C.,1
788,Wyllie J.,Barker C.F.,0
789,Busby J.S.,Priest M.C.,2
790,Wyllie J.,Barker C.F.,1
791,Barker C.F.,Wyllie J.,0
792,Wyllie J.,Barker C.F.,0
793,Beattie W.,Smith J.,1
794,Smith J.,Beattie W.,0
795,Wyllie J.,Barker C.F.,0
796,Beattie W.,Smith J.,1
797,Priest M.C.,Busby J.S.,0
798,Barker C.F.,Wyllie J.,0
799,Smith J.,Beattie W.,2
800,Busby J.S.,Priest M.C.,1
801,Wyllie J.,Barker C.F.,0
802,Beattie W.,Smith J.,1
803,Priest M.C.,Busby J.S.,0
804,Barker C.F.,Wyllie J.,0
805,Smith J.,Beattie W.,1
806,Busby J.S.,Priest M.C.,1
807,Wyllie J.,Barker C.F.,0
808,Beattie W.,Smith J.,2
809,Smith J.,Beattie W.,0
810,Busby J.S.,Priest M.C.,0
811,Busby J.S.,Priest M.C.,0
812,Wyllie J.,Barker C.F.,0
813,Priest M.C.,Busby J.S.,0
814,Busby J.S.,Priest M.C.,2
815,Barker C.F.,Wyllie J.,0
816,Busby J.S.,Priest M.C.,0
817,Wyllie J.,Barker C.F.,0
818,Wyllie J.,Barker C.F.,0
819,Wyllie J.,Barker C.F.,0
820,Wyllie J.,Barker C.F.,0
821,Wyllie J.,Barker C.F.,0
822,Mugridge A.,Wyllie J.,2
823,Beattie W.,Smith J.,1
824,Smith J.,Beattie W.,0
825,Beattie W.,Smith J.,2
826,Smith J.,Beattie W.,1
827,Beattie W.,Smith J.,0
828,Smith J.,Beattie W.,0
829,Beattie W.,Smith J.,0
830,Smith J.,Beattie W.,0
831,Beattie W.,Smith J.,0
832,Smith J.,Beattie W.,2
833,Beattie W.,Smith J.,0
834,Smith J.,Beattie W.,2
835,Ferrie J.,McKelvie D.G.,0
836,Dick G.,Priest M.C.,0
837,Priest M.C.,Dick G.,1
838,Dick G.,Priest M.C.,0
839,Priest M.C.,Dick G.,0
840,Dick G.,Priest M.C.,2
841,Priest M.C.,Dick G.,0
842,Dick G.,Priest M.C.,0
843,Priest M.C.,Dick G.,0
844,Dick G.,Priest M.C.,0
845,Priest M.C.,Dick G.,2
846,Dick G.,Priest M.C.,0
847,Priest M.C.,Dick G.,0
848,Dick G.,Priest M.C.,0
849,Priest M.C.,Dick G.,1
850,Dick G.,Priest M.C.,0
851,Priest M.C.,Dick G.,0
852,Dick G.,Priest M.C.,2
853,Priest M.C.,Dick G.,0
854,Dick G.,Priest M.C.,2
855,Priest M.C.,Dick G.,2
856,Dick G.,Priest M.C.,1
857,Priest M.C.,Dick G.,1
858,Dick G.,Priest M.C.,1
859,Priest M.C.,Dick G.,0
860,Dick G.,Priest M.C.,2
861,Priest M.C.,Dick G.,0
862,Dick G.,Priest M.C.,2
863,Priest M.C.,Dick G.,0
864,Dick G.,Priest M.C.,2
865,Priest M.C.,Dick G.,0
866,Dick G.,Priest M.C.,2
867,Wyllie J.,Freeman C.H.,1
868,Martins R.,Adamson C.,2
869,Freeman C.H.,Wyllie J.,1
870,Adamson C.,Martins R.,0
871,Wyllie J.,Freeman C.H.,0
872,Martins R.,Adamson C.,0
873,Freeman C.H.,Wyllie J.,0
874,Adamson C.,Martins R.,0
875,Wyllie J.,Freeman C.H.,0
876,Martins R.,Adamson C.,0
877,Freeman C.H.,Wyllie J.,0
878,Adamson C.,Martins R.,1
879,Wyllie J.,Freeman C.H.,0
880,Martins R.,Adamson C.,0
881,Adamson C.,Martins R.,1
882,Wyllie J.,Freeman C.H.,0
883,Martins R.,Adamson C.,0
884,Adamson C.,Martins R.,0
885,Wyllie J.,Freeman C.H.,0
886,Martins R.,Adamson C.,0
887,Freeman C.H.,Wyllie J.,1
888,Adamson C.,Martins R.,1
889,Wyllie J.,Freeman C.H.,0
890,Martins R.,Adamson C.,0
891,Adamson C.,Martins R.,0
892,Wyllie J.,Freeman C.H.,0
893,Martins R.,Adamson C.,2
894,Freeman C.H.,Wyllie J.,1
895,Adamson C.,Martins R.,2
896,Wyllie J.,Freeman C.H.,0
897,Martins R.,Adamson C.,0
898,Freeman C.H.,Wyllie J.,1
899,Adamson C.,Martins R.,2
900,Wyllie J.,Freeman C.H.,0
901,Martins R.,Adamson C.,1
902,Freeman C.H.,Wyllie J.,0
903,Petterson R.D.,Young J.,0
904,Young J.,Petterson R.D.,0
905,Young J.,Petterson R.D.,0
906,Petterson R.D.,Young J.,0
907,Young J.,Petterson R.D.,0
908,Campbell W.K.,Jackson A.,0
909,Jackson A.,Campbell W.K.,0
910,Campbell W.K.,Jackson A.,0
911,Jackson A.,Campbell W.K.,0
912,Campbell W.K.,Jackson A.,0
913,Jackson A.,Campbell W.K.,0
914,Bryden W.,Jewitt G.,0
915,Jewitt G.,Bryden W.,0
916,Bryden W.,Jewitt G.,0
917,Jewitt G.,Bryden W.,0
918,Bryden W.,Jewitt G.,0
919,Jewitt G.,Bryden W.,0
920,Strickland W.,Adamson C.,0
921,Adamson C.,Strickland W.,0
922,Strickland W.,Adamson C.,0
923,Adamson C.,Strickland W.,0
924,Strickland W.,Adamson C.,0
925,Ferrie J.,Beattie W.,0
926,Beattie W.,Ferrie J.,0
927,Ferrie J.,Beattie W.,0
928,Beattie W.,Ferrie J.,0
929,Ferrie J.,Beattie W.,1
930,Beattie W.,Ferrie J.,0
931,McInnes J.,Smith J.,0
932,Smith J.,McInnes J.,0
933,McInnes J.,Smith J.,0
934,Smith J.,McInnes J.,0
935,McLachlan J.,Kear J.A.,1
936,Kear J.A.,McLachlan J.,2
937,McLachlan J.,Kear J.A.,2
938,Kear J.A.,McLachlan J.,0
939,McLachlan J.,Kear J.A.,1
940,Birkenshaw J.,Martins R.,0
941,Martins R.,Birkenshaw J.,1
942,Birkenshaw J.,Martins R.,0
943,Martins R.,Birkenshaw J.,0
944,McKelvie D.G.,Gardner W.,1
945,Gardner W.,McKelvie D.G.,0
946,McKelvie D.G.,Gardner W.,0
947,Gardner W.,McKelvie D.G.,2
948,McKelvie D.G.,Gardner W.,0
949,Gardner W.,McKelvie D.G.,0
950,Bletcher J.,Moir J.,1
951,Moir J.,Bletcher J.,0
952,Bletcher J.,Moir J.,0
953,Moir J.,Bletcher J.,0
954,Bletcher J.,Moir J.,0
955,Moir J.,Bletcher J.,1
956,Woolhouse B.,Porte W.,2
957,Porte W.,Woolhouse B.,0
958,Woolhouse B.,Porte W.,0
959,Porte W.,Woolhouse B.,0
960,Woolhouse B.,Porte W.,0
961,Porte W.,Woolhouse B.,1
962,Jackson A.,McKelvie D.G.,0
963,McKelvie D.G.,Jackson A.,0
964,Jackson A.,McKelvie D.G.,0
965,McKelvie D.G.,Jackson A.,0
966,Jackson A.,McKelvie D.G.,0
967,McKelvie D.G.,Jackson A.,0
968,Beattie W.,Adamson C.,0
969,Adamson C.,Beattie W.,0
970,Beattie W.,Adamson C.,0
971,Adamson C.,Beattie W.,1
972,Beattie W.,Adamson C.,0
973,Adamson C.,Beattie W.,1
974,Birkenshaw J.,Bryden W.,2
975,Bryden W.,Birkenshaw J.,0
976,Birkenshaw J.,Bryden W.,0
977,Bryden W.,Birkenshaw J.,0
978,Birkenshaw J.,Bryden W.,0
979,Martins R.,Strickland W.,0
980,Strickland W.,Martins R.,2
981,Martins R.,Strickland W.,0
982,Strickland W.,Martins R.,0
983,Martins R.,Strickland W.,0
984,Strickland W.,Martins R.,0
985,Campbell W.K.,Gardner W.,0
986,Gardner W.,Campbell W.K.,0
987,Campbell W.K.,Gardner W.,1
988,Gardner W.,Campbell W.K.,0
989,Campbell W.K.,Gardner W.,0
990,Gardner W.,Campbell W.K.,2
991,Woolhouse B.,Young J.,0
992,Young J.,Woolhouse B.,1
993,Woolhouse B.,Young J.,0
994,Young J.,Woolhouse B.,0
995,Woolhouse B.,Young J.,0
996,Young J.,Woolhouse B.,0
997,Porte W.,Petterson R.D.,1
998,Petterson R.D.,Porte W.,0
999,Porte W.,Petterson R.D.,0
1000,Petterson R.D.,Porte W.,0
1001,Porte W.,Petterson R.D.,1
1002,Petterson R.D.,Porte W.,2
1003,Smith J.,Moir J.,0
1004,Moir J.,Smith J.,1
1005,Smith J.,Moir J.,0
1006,Moir J.,Smith J.,0
1007,Smith J.,Moir J.,0
1008,Moir J.,Smith J.,0
1009,McLachlan J.,Bletcher J.,1
1010,Bletcher J.,McLachlan J.,2
1011,McLachlan J.,Bletcher J.,0
1012,Bletcher J.,McLachlan J.,0
1013,McLachlan J.,Bletcher J.,0
1014,Bletcher J.,McLachlan J.,2
1015,Kear J.A.,McInnes J.,0
1016,McInnes J.,Kear J.A.,0
1017,McInnes J.,Kear J.A.,0
1018,Kear J.A.,McInnes J.,0
1019,Jewwitt G.,Ferrie J.,0
1020,Ferrie J.,Jewitt G.,1
1021,Jewitt G.,Ferrie J.,0
1022,Ferrie J.,Jewitt G.,0
1023,Jewitt G.,Ferrie J.,0
1024,Ferrie J.,Jewitt G.,0
1025,McKelvie D.G.,Kear J.A.,0
1026,Kear J.A.,McKelvie D.G.,0
1027,McKelvie D.G.,Kear J.A.,1
1028,Beattie W.,McLachlan J.,0
1029,McLachlan J.,Beattie W.,0
1030,Beattie W.,McLachlan J.,0
1031,McLachlan J.,Beattie W.,1
1032,Bryden W.,Strickland W.,2
1033,Strickland W.,Bryden W.,0
1034,Bryden W.,Strickland W.,0
1035,Strickland W.,Bryden W.,0
1036,Bryden W.,Strickland W.,0
1037,Strickland W.,Bryden W.,0
1038,Martins R.,Jackson A.,0
1039,Jackson A.,Martins R.,0
1040,Martins R.,Jackson A.,0
1041,Jackson A.,Martins R.,0
1042,Woolhouse B.,Campbell W.K.,2
1043,Campbell W.K.,Woolhouse B.,1
1044,Woolhouse B.,Campbell W.K.,2
1045,Campbell W.K.,Woolhouse B.,0
1046,Woolhouse B.,Campbell W.K.,1
1047,Campbell W.K.,Woolhouse B.,2
1048,Petterson R.D.,McInnes J.,0
1049,McInnes J.,Petterson R.D.,0
1050,McInnes J.,Petterson R.D.,0
1051,Petterson R.D.,McInnes J.,0
1052,McInnes J.,Petterson R.D.,0
1053,Smith J.,Ferrie J.,1
1054,Ferrie J.,Smith J.,0
1055,Smith J.,Ferrie J.,0
1056,Ferrie J.,Smith J.,1
1057,Smith J.,Ferrie J.,0
1058,Moir J.,Jewitt G.,0
1059,Jewitt G.,Moir J.,0
1060,Moir J.,Jewitt G.,2
1061,Jewitt G.,Moir J.,2
1062,Bletcher J.,Porte W.,0
1063,Porte W.,Bletcher J.,0
1064,Bletcher J.,Porte W.,2
1065,Porte W.,Bletcher J.,1
1066,Bletcher J.,Porte W.,0
1067,Porte W.,Bletcher J.,1
1068,Adamson C.,Birkenshaw J.,0
1069,Birkenshaw J.,Adamson C.,0
1070,Adamson C.,Birkenshaw J.,0
1071,Birkenshaw J.,Adamson C.,0
1072,Adamson C.,Birkenshaw J.,0
1073,Gardner W.,Young J.,1
1074,Young J.,Gardner W.,0
1075,Gardner W.,Young J.,0
1076,Young J.,Gardner W.,0
1077,Gardner W.,Young J.,0
1078,Young J.,Gardner W.,0
1079,Freeman C.H.,Barker C.F.,1
1080,Stowe W.,Dunne F.,1
1081,Bryden W.,Moir J.,2
1082,Moir J.,Bryden W.,1
1083,Priest M.C.,Barker C.F.,0
1084,Freeman C.H.,Heffner A.J.,0
1085,Barker C.F.,Priest M.C.,0
1086,Heffner A.J.,Freeman C.H.,0
1087,Priest M.C.,Barker C.F.,0
1088,Heffner A.J.,Freeman C.H.,2
1089,Barker C.F.,Priest M.C.,0
1090,Freeman C.H.,Heffner A.J.,2
1091,Priest M.C.,Barker C.F.,0
1092,Freeman C.H.,Heffner A.J.,2
1093,Barker C.F.,Priest M.C.,0
1094,Heffner A.J.,Freeman C.H.,0
1095,Priest M.C.,Barker C.F.,0
1096,Heffner A.J.,Freeman C.H.,1
1097,Barker C.F.,Priest M.C.,0
1098,Freeman C.H.,Heffner A.J.,0
1099,Priest M.C.,Barker C.F.,0
1100,Freeman C.H.,Heffner A.J.,2
1101,Barker C.F.,Priest M.C.,0
1102,Heffner A.J.,Freeman C.H.,2
1103,Priest M.C.,Barker C.F.,0
1104,Heffner A.J.,Freeman C.H.,0
1105,Barker C.F.,Priest M.C.,1
1106,Freeman C.H.,Heffner A.J.,0
1107,Freeman C.H.,Heffner A.J.,0
1108,Barker C.F.,Priest M.C.,0
1109,Heffner A.J.,Freeman C.H.,0
1110,Priest M.C.,Barker C.F.,0
1111,Heffner A.J.,Freeman C.H.,0
1112,Barker C.F.,Priest M.C.,0
1113,Freeman C.H.,Heffner A.J.,0
1114,Priest M.C.,Barker C.F.,0
1115,Freeman C.H.,Heffner A.J.,0
1116,Barker C.F.,Priest M.C.,0
1117,Heffner A.J.,Freeman C.H.,0
1118,Priest M.C.,Barker C.F.,0
1119,Heffner A.J.,Freeman C.H.,0
1120,Barker C.F.,Priest M.C.,0
1121,Freeman C.H.,Heffner A.J.,1
1122,Freeman C.H.,Heffner A.J.,0
1123,Heffner A.J.,Freeman C.H.,0
1124,Priest M.C.,Barker C.F.,0
1125,Heffner A.J.,Freeman C.H.,0
1126,Barker C.F.,Priest M.C.,2
1127,Freeman C.H.,Heffner A.J.,0
1128,Barker C.F.,Priest M.C.,1
1129,Priest M.C.,Barker C.F.,0
1130,Barker C.F.,Priest M.C.,0
1131,Priest M.C.,Barker C.F.,0
1132,Barker C.F.,Priest M.C.,0
1133,Priest M.C.,Barker C.F.,0
1134,Priest M.C.,Barker C.F.,0
1135,Barker C.F.,Priest M.C.,0
1136,Priest M.C.,Barker C.F.,0
1137,Barker C.F.,Priest M.C.,0
1138,Priest M.C.,Barker C.F.,2
1139,Bryden W.,Wyllie J.,0
1140,Strickland W.,Gardner W.,0
1141,Gardner W.,Strickland W.,0
1142,Strickland W.,Gardner W.,0
1143,Gardner W.,Strickland W.,0
1144,Strickland W.,Gardner W.,0
1145,Gardner W.,Strickland W.,2
1146,Strickland W.,Gardner W.,0
1147,Gardner W.,Strickland W.,1
1148,Strickland W.,Gardner W.,0
1149,Gardner W.,Strickland W.,0
1150,Strickland W.,Gardner W.,2
1151,Gardner W.,Strickland W.,2
1152,Strickland W.,Gardner W.,0
1153,Gardner W.,Strickland W.,0
1154,Strickland W.,Gardner W.,0
1155,Gardner W.,Strickland W.,0
1156,Strickland W.,Gardner W.,2
1157,Gardner W.,Strickland W.,0
1158,Strickland W.,Gardner W.,0
1159,Gardner W.,Strickland W.,0
1160,Strickland W.,Gardner W.,0
1161,Gardner W.,Strickland W.,0
1162,Strickland W.,Gardner W.,0
1163,Gardner W.,Strickland W.,0
1164,Strickland W.,Gardner W.,0
1165,Gardner W.,Strickland W.,1
1166,Strickland W.,Gardner W.,0
1167,Gardner W.,Strickland W.,0
1168,Strickland W.,Gardner W.,0
1169,Gardner W.,Strickland W.,0
1170,Strickland W.,Gardner W.,0
1171,Gardner W.,Strickland W.,0
1172,Strickland W.,Gardner W.,0
1173,Gardner W.,Strickland W.,0
1174,Strickland W.,Gardner W.,0
1175,Gardner W.,Strickland W.,0
1176,Strickland W.,Gardner W.,0
1177,Gardner W.,Strickland W.,0
1178,Strickland W.,Gardner W.,0
1179,Gardner W.,Strickland W.,0
1180,Strickland W.,Gardner W.,0
1181,Gardner W.,Strickland W.,0
1182,Strickland W.,Gardner W.,0
1183,Barker C.F.,Heffner A.J.,0
1184,Smith J.,Richmond J.L.,0
1185,Wyllie J.,Bryden W.,0
1186,Richmond J.L.,Smith J.,0
1187,Bryden W.,Wyllie J.,2
1188,Entwisle J.,Kear J.A.,2
1189,Smith J.,Richmond J.L.,0
1190,Wyllie J.,Bryden W.,0
1191,Richmond J.L.,Smith J.,0
1192,Bryden W.,Wyllie J.,0
1193,Barker C.F.,Heffner A.J.,0
1194,Entwisle J.,Kear J.A.,2
1195,Smith J.,Richmond J.L.,0
1196,Wyllie J.,Bryden W.,0
1197,Bryden W.,Wyllie J.,0
1198,Entwisle J.,Kear J.A.,0
1199,Wyllie J.,Bryden W.,0
1200,Kear J.A.,Entwisle J.,0
1201,Bryden W.,Wyllie J.,0
1202,Wyllie J.,Bryden W.,1
1203,Kear J.A.,Entwisle J.,1
1204,Bryden W.,Wyllie J.,0
1205,Wyllie J.,Bryden W.,0
1206,Bryden W.,Wyllie J.,0
1207,Wyllie J.,Bryden W.,0
1208,Bryden W.,Wyllie J.,0
1209,Wyllie J.,Bryden W.,0
1210,Jackson A.,Smith J.,0
1211,Bryden W.,Wyllie J.,2
1212,Barker C.F.,Heffner A.J.,0
1213,Wyllie J.,Bryden W.,0
1214,Jackson A.,Smith J.,0
1215,Bryden W.,Wyllie J.,0
1216,Smith J.,Jackson A.,1
1217,Barker C.F.,Heffner A.J.,0
1218,Wyllie J.,Bryden W.,1
1219,Moir J.,Kirkland W.,0
1220,McKelvie D.G.,Campbell W.K.,2
1221,Bryden W.,Moir J.,1
1222,Moir J.,Forrest J.,1
1223,Smith J.,Jackson A.,0
1224,Jackson A.,Smith J.,0
1225,Smith J.,Jackson A.,0
1226,Jackson A.,Smith J.,0
1227,Smith J.,Jackson A.,0
1228,Jackson A.,Smith J.,0
1229,Smith J.,Jackson A.,0
1230,Jackson A.,Smith J.,0
1231,Smith J.,Jackson A.,0
1232,Jackson A.,Smith J.,0
1233,Smith J.,Jackson A.,0
1234,Jackson A.,Smith J.,0
1235,Smith J.,Jackson A.,0
1236,Jackson A.,Smith J.,0
1237,Smith J.,Jackson A.,1
1238,Jackson A.,Smith J.,2
1239,Heffner A.J.,Barker C.F.,2
1240,Smith J.,Jackson A.,0
1241,Jackson A.,Smith J.,0
1242,Smith J.,Jackson A.,0
1243,Jackson A.,Smith J.,0
1244,Smith J.,Jackson A.,0
1245,Jackson A.,Smith J.,0
1246,Smith J.,Jackson A.,0
1247,Jackson A.,Smith J.,0
1248,Heffner A.J.,Barker C.F.,0
1249,Heffner A.J.,Barker C.F.,0
1250,Heffner A.J.,Barker C.F.,0
1251,Heffner A.J.,Barker C.F.,0
1252,Heffner A.J.,Barker C.F.,2
1253,Heffner A.J.,Barker C.F.,1
1254,Heffner A.J.,Barker C.F.,0
1255,Heffner A.J.,Barker C.F.,0
1256,Reed J.P.,Campbell W.K.,0
1257,Campbell W.K.,Reed J.P.,0
1258,Reed J.P.,Campbell W.K.,0
1259,Campbell W.K.,Reed J.P.,0
1260,Reed J.P.,Campbell W.K.,0
1261,Campbell W.K.,Reed J.P.,1
1262,Reed J.P.,Campbell W.K.,0
1263,Campbell W.K.,Reed J.P.,2
1264,Reed J.P.,Campbell W.K.,0
1265,Campbell W.K.,Reed J.P.,0
1266,Reed J.P.,Campbell W.K.,0
1267,Campbell W.K.,Reed J.P.,1
1268,Reed J.P.,Campbell W.K.,0
1269,Campbell W.K.,Reed J.P.,0
1270,Reed J.P.,Campbell W.K.,0
1271,Campbell W.K.,Reed J.P.,2
1272,Reed J.P.,Campbell W.K.,0
1273,Reed J.P.,Campbell W.K.,0
1274,Reed J.P.,Smith J.,0
1275,Reed J.P.,Richmond J.L.,0
1276,Lewis J.G.,Reed J.P.,0
1277,Smith J.,Reed J.P.,0
1278,Richmond J.L.,Reed J.P.,1
1279,Reed J.P.,Smith J.,0
1280,Reed J.P.,Richmond J.L.,1
1281,Lewis J.G.,Reed J.P.,2
1282,Smith J.,Reed J.P.,0
1283,Richmond J.L.,Reed J.P.,0
1284,Reed J.P.,Smith J.,0
1285,Reed J.P.,Richmond J.L.,2
1286,Smith J.,Reed J.P.,1
1287,Richmond J.L.,Reed J.P.,0
1288,Reed J.P.,Lewis J.G.,1
1289,Reed J.P.,Smith J.,0
1290,Reed J.P.,Richmond J.L.,0
1291,Lewis J.G.,Reed J.P.,0
1292,Smith J.,Reed J.P.,0
1293,Richmond J.L.,Reed J.P.,1
1294,Reed J.P.,Lewis J.G.,2
1295,Reed J.P.,Smith J.,1
1296,Reed J.P.,Richmond J.L.,0
1297,Lewis J.G.,Reed J.P.,1
1298,Smith J.,Reed J.P.,0
1299,Richmond J.L.,Reed J.P.,0
1300,Reed J.P.,Lewis J.G.,0
1301,Reed J.P.,Smith J.,0
1302,Reed J.P.,Richmond J.L.,1
1303,Smith J.,Reed J.P.,0
1304,Richmond J.L.,Reed J.P.,2
1305,Reed J.P.,Lewis J.G.,1
1306,Reed J.P.,Smith J.,0
1307,Reed J.P.,Richmond J.L.,0
1308,Smith J.,Reed J.P.,0
1309,Richmond J.L.,Reed J.P.,0
1310,Reed J.P.,Smith J.,0
1311,Reed J.P.,Richmond J.L.,0
1312,Smith J.,Reed J.P.,0
1313,Richmond J.L.,Reed J.P.,0
1314,Smith J.,Barker C.F.,0
1315,Barker C.F.,Smith J.,0
1316,Smith J.,Barker C.F.,0
1317,Barker C.F.,Smith J.,1
1318,Smith J.,Barker C.F.,0
1319,Barker C.F.,Smith J.,1
1320,Smith J.,Barker C.F.,0
1321,Barker C.F.,Smith J.,0
1322,Smith J.,Barker C.F.,0
1323,Barker C.F.,Smith J.,0
1324,Smith J.,Barker C.F.,1
1325,Barker C.F.,Smith J.,0
1326,Smith J.,Barker C.F.,0
1327,Barker C.F.,Smith J.,0
1328,Smith J.,Barker C.F.,0
1329,Barker C.F.,Smith J.,0
1330,Smith J.,Barker C.F.,2
1331,Barker C.F.,Smith J.,1
1332,Smith J.,Barker C.F.,0
1333,Barker C.F.,Smith J.,0
1334,Smith J.,Barker C.F.,0
1335,Barker C.F.,Smith J.,0
1336,Smith J.,Barker C.F.,0
1337,Barker C.F.,Smith J.,1
1338,Smith J.,Barker C.F.,0
1339,Barker C.F.,Smith J.,0
1340,Smith J.,Barker C.F.,0
1341,Barker C.F.,Smith J.,0
1342,Smith J.,Barker C.F.,0
1343,Reed J.P.,Barker C.F.,2
1344,Barker C.F.,Reed J.P.,2
1345,Reed J.P.,Barker C.F.,1
1346,Reed J.P.,Barker C.F.,0
1347,Reed J.P.,Barker C.F.,0
1348,Reed J.P.,Barker C.F.,1
1349,Barker C.F.,Reed J.P.,0
1350,Reed J.P.,Barker C.F.,0
1351,Barker C.F.,Reed J.P.,0
1352,Reed J.P.,Barker C.F.,0
1353,Barker C.F.,Reed J.P.,0
1354,Reed J.P.,Barker C.F.,2
1355,Barker C.F.,Reed J.P.,1
1356,Reed J.P.,Barker C.F.,2
1357,Barker C.F.,Reed J.P.,0
1358,Reed J.P.,Barker C.F.,0
1359,Barker C.F.,Reed J.P.,0
1360,Barker C.F.,Reed J.P.,0
1361,Reed J.P.,Barker C.F.,0
1362,Barker C.F.,Reed J.P.,0
1363,Reed J.P.,Barker C.F.,0
1364,Barker C.F.,Reed J.P.,0
1365,Reed J.P.,Barker C.F.,0
1366,Barker C.F.,Reed J.P.,0
1367,Reed J.P.,Barker C.F.,0
1368,Barker C.F.,Reed J.P.,0
1369,Reed J.P.,Barker C.F.,0
1370,Barker C.F.,Reed J.P.,0
1371,Reed J.P.,Barker C.F.,0
1372,Barker C.F.,Reed J.P.,0
1373,Reed J.P.,Barker C.F.,2
1374,Freeman G.,Lewis J.G.,0
1375,Lewis J.G.,Freeman G.,2
1376,Freeman G.,Lewis J.G.,1
1377,Lewis J.G.,Freeman G.,0
1378,Freeman G.,Lewis J.G.,1
1379,Tescheleit F.,Gardner W.,0
1380,Gardner W.,Tescheleit F.,0
1381,Tescheleit F.,Gardner W.,0
1382,Gardner W.,Tescheleit F.,0
1383,Gardner W.,Tescheleit F.,0
1384,Gardner W.,Tescheleit F.,0
1385,Tescheleit F.,Gardner W.,1
1386,Gardner W.,Tescheleit F.,1
1387,Gardner W.,Tescheleit F.,2
1388,Tescheleit F.,Gardner W.,1
1389,Jordan A.,Kear J.A.,0
1390,Jordan A.,Kear J.A.,1
1391,Kear J.A.,Jordan A.,0
1392,Jordan A.,Kear J.A.,0
1393,Richmond J.L.,Beattie W.,2
1394,Beattie W.,Richmond J.L.,2
1395,Richmond J.L.,Beattie W.,0
1396,Beattie W.,Richmond J.L.,0
1397,Richmond J.L.,Beattie W.,0
1398,Richmond J.L.,Beattie W.,2
1399,Beattie W.,Richmond J.L.,0
1400,Horsfall C.,Christie H.,0
1401,Christie H.,Horsfall C.,0
1402,Horsfall C.,Christie H.,1
1403,Christie H.,Horsfall C.,0
1404,Horsfall C.,Christie H.,0
1405,Christie H.,Horsfall C.,0
1406,Horsfall C.,Christie H.,0
1407,Christie H.,Horsfall C.,0
1408,Horsfall C.,Christie H.,0
1409,Christie H.,Horsfall C.,0
1410,Horsfall C.,Christie H.,2
1411,Beattie W.,Dunne F.,0
1412,Dunne F.,Beattie W.,0
1413,Beattie W.,Dunne F.,0
1414,Dunne F.,Beattie W.,2
1415,Beattie W.,Dunne F.,0
1416,Dunne F.,Beattie W.,0
1417,Jordan A.,Tescheleit F.,0
1418,Tescheleit F.,Jordan A.,0
1419,Tescheleit F.,Jordan A.,0
1420,Tescheleit F.,Jordan A.,0
1421,Tescheleit F.,Jordan A.,2
1422,Jordan A.,Tescheleit F.,1
1423,Tescheleit F.,Jordan A.,1
1424,Jordan A.,Tescheleit F.,0
1425,Tescheleit F.,Jordan A.,0
1426,Jordan A.,Tescheleit F.,0
1427,Tescheleit F.,Jordan A.,0
1428,Jordan A.,Tescheleit F.,0
1429,Tescheleit F.,Jordan A.,0
1430,Tescheleit F.,Jordan A.,0
1431,Jordan A.,Tescheleit F.,0
1432,Jordan A.,Tescheleit F.,1
1433,Tescheleit F.,Jordan A.,0
1434,Beattie W.,Freeman G.,1
1435,Freeman G.,Beattie W.,0
1436,Beattie W.,Freeman G.,0
1437,Freeman G.,Beattie W.,0
1438,Beattie W.,Freeman G.,1
1439,Jordan A.,Christie H.,0
1440,Christie H.,Jordan A.,0
1441,Christie H.,Jordan A.,1
1442,Jordan A.,Christie H.,0
1443,Christie H.,Jordan A.,1
1444,Freeman G.,Jordan A.,0
1445,Freeman G.,Jordan A.,0
1446,Jordan A.,Freeman G.,0
1447,Jordan A.,Freeman G.,1
