ID,Black,White,Result
16710,Crawford C.,Ricciuti V.,0
16711,Ricciuti V.,Crawford C.,0
16712,Milhado W.,Monteiro V.,2
16713,Monteiro V.,Milhado W.,0
16714,Bolden J.,Crawford C.,2
16715,Crawford C.,Bolden J.,2
16716,Crawford C.,Bolden J.,0
16717,Bolden J.,Crawford C.,0
16718,Crawford C.,Monteiro V.,0
16719,Monteiro V.,Crawford C.,0
16720,Monteiro V.,Crawford C.,0
16721,Crawford C.,Monteiro V.,0
16722,Caldwell J.,Cowie L.,2
16723,Cowie L.,Caldwell J.,0
16724,Cowie L.,Caldwell J.,1
16725,Lowder E.,Bruch E.A.,2
16726,Bruch E.A.,Lowder E.,0
16727,Langdon E.,Hanson K.,2
16728,Hanson K.,Langdon E.,0
16729,Langdon E.,Hanson K.,0
16730,Hanson K.,Langdon E.,0
16731,Hanson K.,Lowder E.,2
16732,Lowder E.,Hanson K.,0
16733,Hanson K.,Lowder E.,0
16734,Monteiro V.,Hanson K.,0
16735,Hanson K.,Monteiro V.,1
16736,Hanson K.,Monteiro V.,0
16737,Monteiro V.,Hanson K.,0
16738,Fuller E.,Langdon E.,0
16739,Langdon E.,Fuller E.,2
16740,Fuller E.,Langdon E.,1
16741,Cowie L.,Lowder E.,2
16742,Lowder E.,Cowie L.,0
16743,Cowie L.,Lowder E.,0
16744,Lowder E.,Cowie L.,0
16745,Albrecht K.D.,Caldwell J.,0
16746,Caldwell J.,Albrecht K.D.,0
16747,Caldwell J.,Albrecht K.D.,0
16748,Albrecht K.D.,Caldwell J.,2
16749,Fuller E.,Bruch E.A.,0
16750,Bruch E.A.,Fuller E.,0
16751,Bruch E.A.,Fuller E.,0
16752,Monteiro V.,Lowder E.,0
16753,Lowder E.,Monteiro V.,1
16754,Lowder E.,Monteiro V.,1
16755,Fuller E.,Lowder E.,0
16756,Lowder E.,Fuller E.,0
16757,Lowder E.,Fuller E.,0
16758,Fuller E.,Lowder E.,2
16759,Caldwell J.,Bruch E.A.,2
16760,Bruch E.A.,Caldwell J.,1
16761,Cowie L.,Fuller E.,2
16762,Fuller E.,Cowie L.,0
16763,Fuller E.,Cowie L.,0
16764,Hanson K.,Langdon E.,0
16765,Langdon E.,Hanson K.,0
16766,Langdon E.,Hanson K.,0
16767,Hanson K.,Fuller E.,0
16768,Fuller E.,Hanson K.,2
16769,Fuller E.,Hanson K.,0
16770,Hanson K.,Fuller E.,0
16771,Cowie L.,Monteiro V.,2
16772,Monteiro V.,Cowie L.,2
16773,Cowie L.,Langdon E.,0
16774,Langdon E.,Cowie L.,2
16775,Cowie L.,Langdon E.,2
16776,Langdon E.,Cowie L.,0
16777,Fuller E.,Roach T.,1
16778,Cravens H.,Lafferty D.,2
16779,Burton H.,Gamblin J.,1
16780,Freeman H.,Taylor L.,2
16781,Lowder E.,Davis P.,0
16782,Caldwell J.,Rolader E.,0
16783,Rolader E.,Caldwell J.,0
16784,Burton H.,Lafferty D.,0
16785,Gamblin J.,Hanson K.,0
16786,Lowder E.,Fuller E.,0
16787,Cravens H.,Caldwell J.,0
16788,Rolader E.,Lafferty D.,0
16789,Lafferty D.,Rolader E.,0
16790,Hanson K.,Taylor L.,2
16791,Taylor L.,Hanson K.,2
16792,Cravens H.,Lowder E.,0
16793,Lafferty D.,Fuller E.,0
16794,Lafferty D.,Fuller E.,0
16795,Fuller E.,Lafferty D.,2
16796,Burton H.,Hanson K.,1
16797,Davis P.,Taylor L.,1
16798,Lowder E.,Lafferty D.,0
16799,Lafferty D.,Lowder E.,0
16800,Lowder E.,Lafferty D.,0
16801,Davis P.,Caldwell J.,0
16802,Davis P.,Caldwell J.,2
16803,Rolader E.,Fuller E.,0
16804,Taylor L.,Looser H.,0
16805,Davis P.,Fuller E.,0
16806,Fuller E.,Davis P.,0
16807,Lowder E.,Cravens H.,0
16808,Fuller E.,Freeman H.,0
16809,Caldwell J.,Lowder E.,1
16810,Lowder E.,Caldwell J.,0
16811,Caldwell J.,Lowder E.,0
16812,Lowder E.,Caldwell J.,1
16813,Cravens H.,Fuller E.,0
16814,Hanson K.,Caldwell J.,2
16815,Lafferty D.,Cravens H.,2
16816,Davis P.,Lowder E.,0
16817,Rolader E.,Lowder E.,2
16818,Burton H.,Caldwell J.,2
16819,Davis P.,Rolader E.,0
16820,Fuller E.,Cravens H.,0
16821,Balderson L.A.,Chambley S.,0
16822,Lowder E.,Balderson L.A.,1
16823,Jones R.,Lowder E.,2
16824,Balderson L.A.,Monteiro V.,0
16825,Balderson L.A.,Truitt J.,2
16826,Truitt J.,Balderson L.A.,2
16827,Balderson L.A.,Mishler H.,0
16828,Balderson L.A.,Jones R.,0
16829,Lowder E.,Balderson L.A.,0
16830,Mishler H.,Balderson L.A.,2
16831,Bishop A.,Jones R.,2
16832,Monteiro V.,Balderson L.A.,2
16833,McClellan J.,Balderson L.A.,2
16834,Monteiro V.,Balderson L.A.,0
16835,Scheidt E.F,Truitt J.,1
16836,Monteiro V.,Lowder E.,0
16837,Bowersock,Lowder E.,2
16838,Lowder E.,Bowersock,0
16839,McClellan J.,Hanson K.,0
16840,Balderson L.A.,Lowder E.,0
16841,Balderson L.A.,Lowder E.,0
16842,Lowder E.,Monteiro V.,0
16843,Balderson L.A.,McClellan J.,1
16844,Balderson L.A.,Tucker A.,1
16845,Monteiro V.,Balderson L.A.,0
16846,Cunningham A.,Balderson L.A.,0
16847,Lowder E.,Balderson L.A.,2
16848,Lowder E.,Jones R.,0
16849,Jones R.,Balderson L.A.,0
16850,Chambley S.,Balderson L.A.,2
16851,Tucker A.,Balderson L.A.,0
16852,Hallett R.,Markusic E.,0
16853,Markusic E.,Hallett R.,0
16854,Hallett R.,Crawford C.,0
16855,Crawford C.,Hallett R.,0
16856,Hallett R.,Markusic E.,0
16857,Hallett R.,Markusic E.,0
16858,Hallett R.,Fuller E.,1
16859,Fuller E.,Hallett R.,0
16860,Fuller E.,Hallett R.,0
16861,Fuller E.,Bruch E.A.,2
16862,Bruch E.A.,Fuller E.,0
16863,Bruch E.A.,Fuller E.,0
16864,Ingram E.,Milhado W.,1
16865,Milhado W.,Ingram E.,1
16866,Milhado W.,Ingram E.,2
16867,Fuller E.,Lowder E.,1
16868,Fuller E.,Lowder E.,0
16869,Crawford C.,Bruch E.A.,0
16870,Bruch E.A.,Crawford C.,0
16871,Bruch E.A.,Crawford C.,0
16872,Crawford C.,Bruch E.A.,0
16873,Ignatovig T.,Butrym A.,0
16874,Butrym A.,Ignatovig T.,1
16875,Crawford C.,Fuller E.,0
16876,Fuller E.,Crawford C.,0
16877,Bruch E.A.,Balderson L.A.,0
16878,Fuller E.,Markusic E.,0
16879,Markusic E.,Fuller E.,1
16880,Hanson K.,Bruch E.A.,0
16881,Bruch E.A.,Hanson K.,0
16882,Bruch E.A.,Hanson K.,0
16883,Hanson K.,Bruch E.A.,0
16884,Ingram E.,Rolader E.,2
16885,Rolader E.,Ingram E.,0
16886,Rolader E.,Ingram E.,1
16887,Crawford C.,Hanson K.,0
16888,Parks F.,Balderson L.A.,0
16889,Balderson L.A.,Parks F.,0
16890,Balderson L.A.,Parks F.,0
16891,Parks F.,Balderson L.A.,0
16892,Ingram E.,Ignatovig T.,2
16893,Bruch E.A.,Hallett R.,0
16894,Hallett R.,Bruch E.A.,0
16895,Ingram E.,Fuller E.,0
16896,Balderson L.A.,Hanson K.,0
16897,Hanson K.,Balderson L.A.,0
16898,Lowder E.,Balderson L.A.,2
16899,Bruch E.A.,Johnson R.,1
16900,Johnson R.,Bruch E.A.,2
16901,Bruch E.A.,Johnson R.,0
16902,Wexler N.,Cowie L.,0
16903,Cowie L.,Wexler N.,0
16904,Monteiro V.,Brattin D.,1
16905,Monteiro V.,Brattin D.,0
16906,Brattin D.,Monteiro V.,0
16907,Lowder E.,Laverty T.,1
16908,Laverty T.,Lowder E.,2
16909,Johnson R.,Cowie L.,2
16910,Cowie L.,Johnson R.,1
16911,Johnson R.,Cowie L.,2
16912,Laverty T.,Brattin D.,1
16913,Brattin D.,Laverty T.,2
16914,Laverty T.,Brattin D.,2
16915,Brattin D.,Laverty T.,0
16916,Lowder E.,Cowie L.,0
16917,Cowie L.,Lowder E.,0
16918,Cowie L.,Lowder E.,0
16919,Lowder E.,Cowie L.,0
16920,Laverty T.,Wexler N.,0
16921,Wexler N.,Laverty T.,1
16922,Laverty T.,Wexler N.,0
16923,Wexler N.,Laverty T.,0
16924,Johnson R.,Laverty T.,2
16925,Laverty T.,Johnson R.,0
16926,Laverty T.,Johnson R.,0
16927,Johnson R.,Laverty T.,0
16928,Monteiro V.,Wexler N.,0
16929,Wexler N.,Monteiro V.,0
16930,Wexler N.,Monteiro V.,0
16931,Cowie L.,Brattin D.,0
16932,Brattin D.,Cowie L.,2
16933,Cowie L.,Brattin D.,0
16934,Brattin D.,Cowie L.,2
16935,Bruch E.A.,Lowder E.,0
16936,Lowder E.,Bruch E.A.,0
16937,Lowder E.,Bruch E.A.,0
16938,Bruch E.A.,Lowder E.,0
16939,Cowie L.,Laverty T.,1
16940,Laverty T.,Cowie L.,0
16941,Cowie L.,Laverty T.,0
16942,Laverty T.,Cowie L.,0
16943,Bruch E.A.,Cowie L.,0
16944,Cowie L.,Bruch E.A.,0
16945,Monteiro V.,Laverty T.,0
16946,Laverty T.,Monteiro V.,2
16947,Laverty T.,Bruch E.A.,1
16948,Bruch E.A.,Laverty T.,0
16949,Laverty T.,Bruch E.A.,2
16950,Bruch E.A.,Laverty T.,0
16951,Wexler N.,Laverty T.,0
16952,Laverty T.,Wexler N.,2
16953,Laverty T.,Wexler N.,2
16954,Hanson K.,Stinnett R.,0
16955,Balderson L.A.,McQueen E.,1
16956,Stinnett R.,Hanson K.,2
16957,Taylor L.,Scheidt E.F,0
16958,Scheidt E.F,Taylor L.,0
16959,Fuller E.,Lowder E.,0
16960,Rolader E.,Cravens H.,2
16961,Bruch E.A.,Morrison E.,1
16962,Cravens H.,Rolader E.,0
16963,Caldwell J.,Morrison J.,1
16964,Morrison J.,Caldwell J.,1
16965,Allen D.,Milhado W.,0
16966,Lowder E.,Fuller E.,1
16967,Davis P.,Gibson J.,0
16968,Cravens H.,Ingram J.,0
16969,Donoho K.,Bishop A.,0
16970,Ingram J.,Cravens H.,2
16971,Gibson J.,Davis P.,2
16972,Burton H.,Lowder E.,0
16973,Morrison J.,Scheidt E.F,0
16974,Scheidt E.F,Morrison J.,2
16975,Scheidt E.F,Butler R.,2
16976,Lowder E.,Burton H.,0
16977,Childers J.,Crawford C.,0
16978,Ingram E.,Gibson J.,2
16979,Crawford C.,Childers J.,0
16980,Gibson J.,Ingram E.,2
16981,Morrison E.,Crawford C.,0
16982,Crawford C.,Morrison E.,0
16983,Reno T.,Guthrie J.,2
16984,Guthrie J.,Reno T.,0
16985,Crawford C.,Morrison E.,2
16986,Morrison E.,Crawford C.,2
16987,Fuller E.,Monteiro V.,0
16988,Monteiro V.,Fuller E.,2
16989,Nelson J.,Kelley H.,2
16990,Butler R.,Ingram J.,0
16991,Ingram J.,Butler R.,0
16992,Langdon E.,Ingram J.,1
16993,Gibson J.,Crawford C.,0
16994,Langdon E.,Ingram J.,0
16995,Bruch E.A.,Morrison E.,0
16996,Morrison E.,Bruch E.A.,0
16997,Monteiro V.,Fuller E.,0
16998,Ingram J.,Cravens H.,2
16999,Fuller E.,Monteiro V.,1
17000,Taylor L.,Fuller E.,0
17001,Fuller E.,Taylor L.,0
17002,Tarter V.,Simpson A.,1
17003,Simpson A.,Tarter V.,0
17004,Milhado W.,Caldwell J.,2
17005,Caldwell J.,Milhado W.,1
17006,King E.,Butler R.,0
17007,Davis P.,Childers J.,2
17008,Butler R.,King E.,0
17009,Childers J.,Davis P.,0
17010,Tinsley M.F.,Cravens H.,0
17011,Cravens H.,Tinsley M.F.,0
17012,Webster J.,Lafferty D.,2
17013,Lafferty D.,Webster J.,1
17014,Gibson J.,Langdon E.,0
17015,Morrison J.,Milhado W.,1
17016,King E.,Webster J.,0
17017,Bassett J.,Hanson K.,0
17018,King E.,Taylor L.,0
17019,Hanson K.,Bassett J.,0
17020,Crawford C.,Childers J.,2
17021,Childers J.,Crawford C.,0
17022,Tinsley M.F.,Ingram E.,1
17023,Ingram E.,Tinsley M.F.,2
17024,Bassett J.,Hanson K.,0
17025,Hanson K.,Bassett J.,0
17026,McMillan C.,Leonard F.,2
17027,Tarter V.,Simpson A.,1
17028,Kelley H.,Nelson J.,0
17029,Nelson J.,Kelley H.,0
17030,Morrison E.,Butler R.,0
17031,Morrison E.,Scheidt E.F,1
17032,Morrison J.,Crawford C.,1
17033,Crawford C.,Morrison J.,1
17034,Taylor L.,Cravens H.,0
17035,Cravens H.,Taylor L.,0
17036,Ingram E.,Bassett J.,1
17037,Bassett J.,Ingram E.,2
17038,Scheidt E.F,Taylor L.,2
17039,Taylor L.,Scheidt E.F,0
17040,Burton H.,Lowder E.,0
17041,Balderson L.A.,Leonard F.,0
17042,Lowder E.,Burton H.,0
17043,Childers J.,Morrison J.,1
17044,Morrison J.,Caldwell J.,1
17045,Caldwell J.,Morrison J.,2
17046,Davis P.,Morrison J.,2
17047,Morrison J.,Davis P.,2
17048,Taylor L.,Caldwell J.,1
17049,Caldwell J.,Taylor L.,0
17050,Scheidt E.F,Morrison E.,1
17051,Albrecht K.D.,Crawford C.,2
17052,Crawford C.,Albrecht K.D.,0
17053,Fuller E.,Cravens H.,0
17054,Fuller E.,Davis P.,0
17055,Davis P.,Fuller E.,1
17056,Cravens H.,Rolader E.,1
17057,Gibson J.,Hanson K.,0
17058,Morrison E.,Lafferty D.,2
17059,Bassett J.,Butler R.,0
17060,Butler R.,Bassett J.,0
17061,Lafferty D.,Morrison E.,0
17062,Caldwell J.,Hanson K.,0
17063,Childers J.,Hanson K.,1
17064,Hanson K.,Childers J.,2
17065,Hanson K.,Caldwell J.,0
17066,Hanson K.,Gibson J.,2
17067,Gibson J.,Hanson K.,0
17068,Stinnett R.,Monteiro V.,2
17069,Albrecht K.D.,Hanson K.,0
17070,Rolader E.,Stinnett R.,0
17071,Hanson K.,Albrecht K.D.,2
17072,Munzinger R.,Little R.,0
17073,Morrison J.,Albrecht K.D.,2
17074,Childers J.,Lowder E.,0
17075,Caldwell J.,Lowder E.,2
17076,Lowder E.,Caldwell J.,1
17077,Lowder E.,Childers J.,0
17078,Butler R.,King E.,0
17079,Butler R.,Scheidt E.F,1
17080,Albrecht K.D.,Webster J.,1
17081,Rolader E.,King E.,0
17082,Webster J.,Albrecht K.D.,2
17083,King E.,Rolader E.,0
17084,Scheidt E.F,Cravens H.,0
17085,Cravens H.,Scheidt E.F,0
17086,Burton H.,Davis P.,0
17087,Allen D.,Fuller E.,2
17088,Monteiro V.,Burton H.,0
17089,Burton H.,Monteiro V.,1
17090,Bassett J.,Monteiro V.,2
17091,Ingram E.,Langdon E.,2
17092,Langdon E.,Ingram E.,0
17093,Reno T.,Seay J.,1
17094,Lafferty D.,Albrecht K.D.,0
17095,Albrecht K.D.,Lafferty D.,2
17096,Burton H.,Childers J.,0
17097,Cravens H.,Scheidt E.F,0
17098,Scheidt E.F,Cravens H.,2
17099,Albrecht K.D.,Webster J.,0
17100,Caldwell J.,Hanson K.,0
17101,Lehman W.,Reno C.,0
17102,Balderson L.A.,Cullen E.,0
17103,Reno T.,Guthrie J.,1
17104,Morrison E.,Lafferty D.,2
17105,Gibson J.,Crawford C.,0
17106,Crawford C.,Gibson J.,1
17107,Crawford C.,Morrison J.,0
17108,Morrison J.,Crawford C.,2
17109,Caldwell J.,Williams K.,0
17110,Morrison E.,Ingram J.,1
17111,King E.,Ingram J.,0
17112,Bolden L.,Reno T.,0
17113,Reno T.,Bolden L.,2
17114,Hanson K.,Stinnett R.,0
17115,Stinnett R.,Hanson K.,0
17116,Ingram J.,King E.,0
17117,Cravens H.,Burton H.,2
17118,Webster J.,Childers J.,2
17119,Childers J.,Webster J.,0
17120,Burton H.,Cravens H.,0
17121,Tinsley M.F.,Lowder E.,1
17122,Ingram E.,Ingram J.,2
17123,Ingram J.,Ingram E.,0
17124,Lafferty D.,Tinsley M.F.,2
17125,Webster J.,Caldwell J.,2
17126,Webster J.,Childers J.,2
17127,Rolader E.,Hanson K.,1
17128,Hanson K.,Rolader E.,0
17129,Lowder E.,Taylor L.,0
17130,Taylor L.,Lowder E.,0
17131,Fuller E.,Ingram E.,0
17132,Ingram E.,Fuller E.,0
17133,Tinsley M.F.,Cravens H.,0
17134,Hanson K.,Childers J.,0
17135,Burton H.,Childers J.,0
17136,Cravens H.,Tinsley M.F.,2
17137,Childers J.,Hanson K.,0
17138,McQueen E.,Balderson L.A.,2
17139,Balderson L.A.,McQueen E.,0
17140,Fuller E.,Albrecht K.D.,0
17141,Albrecht K.D.,Fuller E.,2
17142,Bassett J.,Webster J.,0
17143,Webster J.,Bassett J.,1
17144,Lowder E.,Childers J.,0
17145,Childers J.,Lowder E.,2
17146,Gibson J.,Davis P.,0
17147,Webster J.,Bassett J.,1
17148,Davis P.,Gibson J.,1
17149,Morrison E.,Crawford C.,0
17150,Crawford C.,Morrison E.,0
17151,Fuller E.,Albrecht K.D.,0
17152,Albrecht K.D.,Crawford C.,2
17153,Albrecht K.D.,Fuller E.,1
17154,Burton H.,Monteiro V.,0
17155,Lafferty D.,Webster J.,0
17156,Ingram J.,King E.,2
17157,King E.,Ingram J.,0
17158,Allen D.,Albrecht K.D.,2
17159,Albrecht K.D.,Allen D.,1
17160,Bruch E.A.,Stinnett R.,0
17161,Fuller E.,Ingram E.,1
17162,Hanson K.,Caldwell J.,0
17163,Caldwell J.,Hanson K.,0
17164,Rolader E.,Davis P.,0
17165,Caldwell J.,Williams K.,1
17166,Davis P.,Rolader E.,0
17167,Williams K.,Caldwell J.,1
17168,Langdon E.,Allen D.,1
17169,Ingram J.,Morrison E.,2
17170,Morrison E.,Ingram J.,0
17171,Webster J.,King E.,1
17172,Rolader E.,Webster J.,0
17173,Tinsley M.F.,Lafferty D.,1
17174,King E.,Morrison E.,0
17175,Ingram E.,Gibson J.,1
17176,Morrison E.,King E.,1
17177,Gibson J.,Ingram E.,0
17178,Lafferty D.,Tinsley M.F.,0
17179,Gibson J.,Burton H.,2
17180,Lafferty D.,Gibson J.,1
17181,King E.,Butler R.,0
17182,Rolader E.,Davis P.,0
17183,Butler R.,King E.,0
17184,Davis P.,Rolader E.,1
17185,Casteel W.,Balderson L.A.,0
17186,Balderson L.A.,Casteel W.,0
17187,Crawford C.,Morrison J.,1
17188,Morrison J.,Crawford C.,0
17189,Davis P.,Bruch E.A.,0
17190,Nelson J.,Tucker A.,2
17191,Davis P.,Bruch E.A.,0
17192,Scheidt E.F,Milhado W.,1
17193,Morrison J.,Milhado W.,2
17194,Milhado W.,Morrison J.,2
17195,Nelson J.,Tucker A.,2
17196,Bruch E.A.,Davis P.,2
17197,Ingram E.,Bassett J.,2
17198,Davis P.,Bruch E.A.,1
17199,Bassett J.,Ingram E.,0
17200,Caldwell J.,Milhado W.,2
17201,Milhado W.,Caldwell J.,2
17202,Cravens H.,Crawford C.,1
17203,Monteiro V.,Ingram E.,1
17204,Crawford C.,Cravens H.,2
17205,Ingram E.,Monteiro V.,1
17206,Burton H.,Cravens H.,0
17207,Cravens H.,Burton H.,0
17208,Albrecht K.D.,Lafferty D.,2
17209,Childers J.,Davis P.,0
17210,Lafferty D.,Albrecht K.D.,0
17211,Albrecht K.D.,Taylor L.,2
17212,Davis P.,Childers J.,0
17213,Butler R.,Morrison E.,0
17214,Morrison E.,Butler R.,0
17215,Leonard F.,Balderson L.A.,2
17216,Bruch E.A.,Taylor L.,0
17217,Taylor L.,Bruch E.A.,0
17218,Ingram E.,Ingram J.,1
17219,Monteiro V.,Williams K.,0
17220,Ingram J.,Ingram E.,0
17221,Williams K.,Monteiro V.,0
17222,Butler R.,Tinsley M.F.,0
17223,Lowder E.,Monteiro V.,1
17224,Albrecht K.D.,Taylor L.,0
17225,Monteiro V.,Lowder E.,0
17226,Milhado W.,Scheidt E.F,2
17227,Guthrie J.,Carlin W.,0
17228,Scheidt E.F,Milhado W.,1
17229,Bruch E.A.,Crawford C.,0
17230,Crawford C.,Bruch E.A.,0
17231,Davis P.,Fuller E.,0
17232,Fuller E.,Davis P.,0
17233,Davis P.,Burton H.,0
17234,Burton H.,Davis P.,0
17235,Bassett J.,Morrison E.,0
17236,Balderson L.A.,Cullen E.,0
17237,Cullen E.,Balderson L.A.,0
17238,Morrison E.,Bassett J.,2
17239,Fuller E.,Cravens H.,1
17240,Cravens H.,Fuller E.,0
17241,Taylor L.,Caldwell J.,0
17242,Bishop A.,Donoho K.,1
17243,Albrecht K.D.,Morrison J.,0
17244,Williams K.,Allen D.,0
17245,Donoho K.,Bishop A.,2
17246,Morrison J.,Albrecht K.D.,2
17247,Caldwell J.,Taylor L.,0
17248,Allen D.,Williams K.,2
17249,King E.,Taylor L.,0
17250,Taylor L.,King E.,0
17251,Bruch E.A.,Taylor L.,2
17252,Taylor L.,Bruch E.A.,0
17253,Scheidt E.F,Morrison E.,1
17254,Morrison E.,Scheidt E.F,0
17255,Reno T.,Bolden L.,0
17256,Bolden L.,Reno T.,2
17257,Nelson J.,Schwartzberg P.,2
17258,Schwartzberg P.,Nelson J.,0
17259,Webster J.,Caldwell J.,2
17260,Munzinger R.,Cottle E.,1
17261,Caldwell J.,Webster J.,0
17262,Stinnett R.,Hanson K.,0
17263,Hanson K.,Stinnett R.,0
17264,Lowder E.,Tinsley M.F.,0
17265,Tinsley M.F.,Lowder E.,1
17266,Hanson K.,Gibson J.,1
17267,Davis P.,Morrison J.,0
17268,Gibson J.,Hanson K.,0
17269,Morrison J.,Davis P.,1
17270,Tinsley M.F.,Burton H.,1
17271,Burton H.,Tinsley M.F.,0
17272,Crawford C.,Gibson J.,0
17273,Gibson J.,Crawford C.,0
17274,Fuller E.,Taylor L.,1
17275,Taylor L.,Fuller E.,0
17276,Stinnett R.,Scheidt E.F,2
17277,King E.,Morrison E.,1
17278,Morrison E.,King E.,0
17279,Ingram J.,Butler R.,0
17280,Butler R.,Ingram J.,2
17281,Lowder E.,Taylor L.,1
17282,Fuller E.,Lowder E.,0
17283,Schwartzberg P.,Reno C.,1
17284,Reno C.,Schwartzberg P.,0
17285,Lowder E.,Fuller E.,0
17286,Albrecht K.D.,Allen D.,0
17287,King E.,Rolader E.,0
17288,Stinnett R.,Scheidt E.F,2
17289,Scheidt E.F,Stinnett R.,0
17290,Rolader E.,King E.,0
17291,Lowder E.,Oldbury D.E.,0
17292,Hallett R.,Lowder E.,2
17293,Lowder E.,Hallett R.,2
17294,Lowder E.,Hallett R.,0
17295,Hallett R.,Lowder E.,1
17296,Monteiro V.,Fuller E.,2
17297,Fuller E.,Monteiro V.,2
17298,Fuller E.,Monteiro V.,0
17299,Monteiro V.,Fuller E.,2
17300,Morrison E.,Balderson L.A.,2
17301,Balderson L.A.,Morrison E.,0
17302,Balderson L.A.,Morrison E.,2
17303,Morrison E.,Balderson L.A.,0
17304,Scheidt E.F,Lowder E.,2
17305,Lowder E.,Scheidt E.F,0
17306,Fuller E.,Hallett R.,2
17307,Hallett R.,Fuller E.,0
17308,Albrecht K.D.,Balderson L.A.,0
17309,Balderson L.A.,Albrecht K.D.,2
17310,Balderson L.A.,Albrecht K.D.,1
17311,Albrecht K.D.,Balderson L.A.,0
17312,Morrison E.,Monteiro V.,0
17313,Monteiro V.,Morrison E.,0
17314,Bruch E.A.,Lowder E.,0
17315,Bruch E.A.,Lowder E.,0
17316,Morrison E.,Crawford C.,0
17317,Crawford C.,Morrison E.,2
17318,Crawford C.,Morrison E.,0
17319,Morrison E.,Crawford C.,0
17320,Hallett R.,Lowder E.,0
17321,Morrison E.,Bassett J.,1
17322,Fuller E.,Scheidt E.F,1
17323,Balderson L.A.,Hanson K.,0
17324,Morrison E.,Hallett R.,0
17325,Hallett R.,Morrison E.,1
17326,Hallett R.,Morrison E.,1
17327,Fuller E.,Lowder E.,0
17328,Lowder E.,Fuller E.,0
17329,Scheidt E.F,Balderson L.A.,2
17330,Scheidt E.F,Balderson L.A.,0
17331,Ignatovig T.,Bruch E.A.,0
17332,Bruch E.A.,Ignatovig T.,0
17333,Fuller E.,Hallett R.,0
17334,Hallett R.,Fuller E.,0
17335,Hallett R.,Fuller E.,0
17336,Fuller E.,Hallett R.,1
17337,Crawford C.,Albrecht K.D.,0
17338,Lowder E.,Morrison E.,0
17339,Morrison E.,Lowder E.,2
17340,Albrecht K.D.,Cowie L.,0
17341,Cowie L.,Albrecht K.D.,0
17342,Bruch E.A.,Lowder E.,0
17343,Lowder E.,Bruch E.A.,0
17344,Lowder E.,Bruch E.A.,2
17345,Bruch E.A.,Lowder E.,0
17346,Monteiro V.,Zuber E.,0
17347,Zuber E.,Monteiro V.,0
17348,Zuber E.,Monteiro V.,0
17349,Monteiro V.,Zuber E.,0
17350,Grant H.,Langdon E.,2
17351,Langdon E.,Grant H.,0
17352,Bruch E.A.,Langdon E.,0
17353,Langdon E.,Bruch E.A.,2
17354,Bruch E.A.,Langdon E.,0
17355,Langdon E.,Bruch E.A.,0
17356,Cowie L.,Zuber E.,0
17357,Zuber E.,Cowie L.,0
17358,Zuber E.,Langdon E.,0
17359,Langdon E.,Zuber E.,0
17360,Zuber E.,Langdon E.,0
17361,Langdon E.,Zuber E.,2
17362,Grant H.,Monteiro V.,0
17363,Monteiro V.,Grant H.,1
17364,Bruch E.A.,Albrecht K.D.,0
17365,Albrecht K.D.,Bruch E.A.,0
17366,Bruch E.A.,Albrecht K.D.,2
17367,Albrecht K.D.,Bruch E.A.,0
17368,Lowder E.,Cowie L.,0
17369,Cowie L.,Lowder E.,0
17370,Cowie L.,Lowder E.,0
17371,Cowie L.,Grant H.,1
17372,Grant H.,Cowie L.,2
17373,Lowder E.,Langdon E.,1
17374,Langdon E.,Lowder E.,2
17375,Albrecht K.D.,Lowder E.,2
17376,Lowder E.,Albrecht K.D.,0
17377,Lowder E.,Albrecht K.D.,1
17378,Bruch E.A.,Cowie L.,0
17379,Cowie L.,Bruch E.A.,0
17380,Monteiro V.,Bruch E.A.,0
17381,Bruch E.A.,Monteiro V.,0
17382,Monteiro V.,Bruch E.A.,2
17383,Bruch E.A.,Monteiro V.,0
17384,Lowder E.,Zuber E.,1
17385,Zuber E.,Lowder E.,0
17386,Lowder E.,Zuber E.,2
17387,Zuber E.,Lowder E.,2
17388,Zuber E.,Bruch E.A.,0
17389,Bruch E.A.,Zuber E.,0
17390,Zuber E.,Bruch E.A.,0
17391,Lowder E.,Bruch E.A.,1
17392,Bruch E.A.,Lowder E.,2
17393,Lowder E.,Bruch E.A.,0
17394,Langdon E.,Cowie L.,0
17395,Langdon E.,Cowie L.,0
17396,Cowie L.,Langdon E.,1
17397,Lowder E.,Tinsley M.F.,0
17398,Oldbury D.E.,Lowder E.,0
17399,Tinsley M.F.,Lowder E.,0
17400,Lowder E.,Oldbury D.E.,0
17401,Tinsley M.F.,Lowder E.,1
17402,Oldbury D.E.,Lowder E.,0
17403,Lowder E.,Tinsley M.F.,0
17404,Lowder E.,Oldbury D.E.,0
17405,Lowder E.,Tinsley M.F.,2
17406,Oldbury D.E.,Lowder E.,0
17407,Tinsley M.F.,Lowder E.,1
17408,Lowder E.,Oldbury D.E.,2
17409,Tinsley M.F.,Lowder E.,0
17410,Oldbury D.E.,Lowder E.,0
17411,Lowder E.,Tinsley M.F.,2
17412,Lowder E.,Oldbury D.E.,2
17413,Lowder E.,Tinsley M.F.,2
17414,Oldbury D.E.,Lowder E.,1
17415,Tinsley M.F.,Lowder E.,1
17416,Lowder E.,Oldbury D.E.,0
17417,Tinsley M.F.,Lowder E.,1
17418,Oldbury D.E.,Lowder E.,1
